Phase,Activity,Type,Category,Total,Correct,Wrong,% Correct,% Wrong,Avg Time,Next Low,Next Moderate,Next High
Engagement,Introduction,Explanation,High,115,,,0.0,0.0,53.8,Planck hypothesis,Planck hypothesis,Planck hypothesis
Engagement,Introduction,Explanation,Moderate,144,,,0.0,0.0,39.8,Planck hypothesis,Planck hypothesis,Planck hypothesis
Engagement,Introduction,Explanation,Low,17,,,0.0,0.0,29.6,Planck hypothesis,Planck hypothesis,Planck hypothesis
Engagement,Planck hypothesis,Question,High,115,74,41,64.3,35.7,75.5,Current in the amperometer,Current in the amperometer,Current in the amperometer
Engagement,Planck hypothesis,Question,Moderate,144,58,86,40.3,59.7,51.4,Current in the amperometer,Current in the amperometer,Current in the amperometer
Engagement,Planck hypothesis,Question,Low,17,0,17,0.0,100.0,65.1,Current in the amperometer,Current in the amperometer,Current in the amperometer
Engagement,Current in the amperometer,Question,High,115,106,9,92.2,7.8,64.8,Explanations on Planck hypothesis,Guidance on Planck hypothesis,Mental experiment
Engagement,Current in the amperometer,Question,Moderate,144,49,95,34.0,66.0,46.3,Explanations on Planck hypothesis,Guidance on Planck hypothesis,Mental experiment
Engagement,Current in the amperometer,Question,Low,16,0,16,0.0,100.0,49.7,Explanations on Planck hypothesis,Guidance on Planck hypothesis,Mental experiment
Engagement,Explanations on Planck hypothesis,Explanation,High,16,,,0.0,0.0,75.4,Question after explanation on Planck hypothesis,Question after explanation on Planck hypothesis,Question after explanation on Planck hypothesis
Engagement,Explanations on Planck hypothesis,Explanation,Moderate,135,,,0.0,0.0,29.5,Question after explanation on Planck hypothesis,Question after explanation on Planck hypothesis,Question after explanation on Planck hypothesis
Engagement,Explanations on Planck hypothesis,Explanation,Low,16,,,0.0,0.0,32.8,Question after explanation on Planck hypothesis,Question after explanation on Planck hypothesis,Question after explanation on Planck hypothesis
Engagement,Guidance on Planck hypothesis,Guidance,High,50,,,0.0,0.0,39.3,Question after guidance on Planck hypothesis,Question after guidance on Planck hypothesis,Question after guidance on Planck hypothesis
Engagement,Guidance on Planck hypothesis,Guidance,Moderate,3,,,0.0,0.0,12.0,Question after guidance on Planck hypothesis,Question after guidance on Planck hypothesis,Question after guidance on Planck hypothesis
Engagement,Guidance on Planck hypothesis,Guidance,Low,1,,,0.0,0.0,15.0,Question after guidance on Planck hypothesis,Question after guidance on Planck hypothesis,Question after guidance on Planck hypothesis
Engagement,Question after explanation on Planck hypothesis,Question,High,15,13,2,86.7,13.3,28.7,General explanations on Planck hypothesis,General explanations on Planck hypothesis,Mental experiment
Engagement,Question after explanation on Planck hypothesis,Question,Moderate,134,97,37,72.4,27.6,53.5,General explanations on Planck hypothesis,General explanations on Planck hypothesis,Mental experiment
Engagement,Question after explanation on Planck hypothesis,Question,Low,16,13,3,81.2,18.8,24.7,General explanations on Planck hypothesis,General explanations on Planck hypothesis,Mental experiment
Engagement,Question after guidance on Planck hypothesis,Question,High,49,34,15,69.4,30.6,58.4,Explanations on Planck hypothesis,Explanations on Planck hypothesis,Mental experiment
Engagement,Question after guidance on Planck hypothesis,Question,Moderate,2,2,0,100.0,0.0,37.0,Explanations on Planck hypothesis,Explanations on Planck hypothesis,Mental experiment
Engagement,Question after guidance on Planck hypothesis,Question,Low,1,0,1,0.0,100.0,110.0,Explanations on Planck hypothesis,Explanations on Planck hypothesis,Mental experiment
Engagement,General explanations on Planck hypothesis,Explanation,High,2,,,0.0,0.0,5.0,Mental experiment,Mental experiment,Mental experiment
Engagement,General explanations on Planck hypothesis,Explanation,Moderate,35,,,0.0,0.0,21.5,Mental experiment,Mental experiment,Mental experiment
Engagement,General explanations on Planck hypothesis,Explanation,Low,3,,,0.0,0.0,11.7,Mental experiment,Mental experiment,Mental experiment
Hypothesis,Mental experiment,Explanation,High,163,,,0.0,0.0,20.1,Question 1 on mental experiment,Question 1 on mental experiment,Question 1 on mental experiment
Hypothesis,Mental experiment,Explanation,Moderate,99,,,0.0,0.0,22.0,Question 1 on mental experiment,Question 1 on mental experiment,Question 1 on mental experiment
Hypothesis,Mental experiment,Explanation,Low,11,,,0.0,0.0,7.3,Question 1 on mental experiment,Question 1 on mental experiment,Question 1 on mental experiment
Hypothesis,Question 1 on mental experiment,Question,High,163,115,48,70.6,29.4,46.4,Question 2 on mental experiment,Question 2 on mental experiment,Question 2 on mental experiment
Hypothesis,Question 1 on mental experiment,Question,Moderate,99,45,54,45.5,54.5,45.7,Question 2 on mental experiment,Question 2 on mental experiment,Question 2 on mental experiment
Hypothesis,Question 1 on mental experiment,Question,Low,10,0,10,0.0,100.0,21.2,Question 2 on mental experiment,Question 2 on mental experiment,Question 2 on mental experiment
Hypothesis,Question 2 on mental experiment,Question,High,163,163,0,100.0,0.0,39.6,Explanations on mental experiment,Explanations on mental experiment,Experiment 1 - Kinetic energy vs light frequency
Hypothesis,Question 2 on mental experiment,Question,Moderate,99,20,79,20.2,79.8,39.1,Explanations on mental experiment,Explanations on mental experiment,Experiment 1 - Kinetic energy vs light frequency
Hypothesis,Question 2 on mental experiment,Question,Low,10,0,10,0.0,100.0,22.8,Explanations on mental experiment,Explanations on mental experiment,Experiment 1 - Kinetic energy vs light frequency
Hypothesis,Explanations on mental experiment,Explanation,High,47,,,0.0,0.0,80.3,Experiment 1 - Kinetic energy vs light frequency,Experiment 1 - Kinetic energy vs light frequency,Experiment 1 - Kinetic energy vs light frequency
Hypothesis,Explanations on mental experiment,Explanation,Moderate,95,,,0.0,0.0,56.8,Experiment 1 - Kinetic energy vs light frequency,Experiment 1 - Kinetic energy vs light frequency,Experiment 1 - Kinetic energy vs light frequency
Hypothesis,Explanations on mental experiment,Explanation,Low,10,,,0.0,0.0,52.8,Experiment 1 - Kinetic energy vs light frequency,Experiment 1 - Kinetic energy vs light frequency,Experiment 1 - Kinetic energy vs light frequency
